id_cli,full_name,contact_info,reg_date,cat,int_score
C_02470,User_2470,invalid_2470,2022-05-31,A,48.53
C_02471,User_2471,user_2471@domain.com,2021-12-16,A,22.94
C_02472,User_2472,user_2472@domain.com,2021-05-16,X,54.97
C_02473,User_2473,user_2473@domain.com,2019-08-16,X,55.47
C_02474,User_2474,user_2474@domain.com,2023-05-09,B,39.8
C_02475,User_2475,user_2475@domain.com,2020-08-13,A,30.73
C_02476,User_2476,user_2476@domain.com,2020-05-01,C,72.14
C_02477,User_2477,user_2477@domain.com,2020-09-08,A,57.37
C_02478,User_2478,user_2478@domain.com,2019-09-07,B,46.56
C_02479,User_2479,user_2479@domain.com,2019-04-08,A,32.94
C_02480,User_2480,invalid_2480,2020-05-03,B,37.67
C_02481,User_2481,user_2481@domain.com,2021-05-09,A,69.54
C_02482,User_2482,user_2482@domain.com,2022-08-01,C,52.06
C_02483,User_2483,user_2483@domain.com,2023-06-14,X,41.74
C_02484,User_2484,user_2484@domain.com,2022-06-29,A,57.65
C_02485,User_2485,user_2485@domain.com,2021-07-25,A,37.78
C_02486,User_2486,user_2486@domain.com,2019-05-09,X,72.51
C_02487,User_2487,user_2487@domain.com,2019-08-16,A,70.29
C_02488,User_2488,user_2488@domain.com,2023-09-10,C,43.0
C_02489,User_2489,user_2489@domain.com,2021-10-20,A,40.57
C_02490,User_2490,invalid_2490,2022-05-07,A,10.73
C_02491,User_2491,user_2491@domain.com,2022-01-02,A,27.78
C_02492,User_2492,user_2492@domain.com,2019-02-03,A,29.91
C_02493,User_2493,user_2493@domain.com,2022-07-18,B,52.03
C_02494,User_2494,user_2494@domain.com,2021-11-21,A,45.11
C_02495,User_2495,user_2495@domain.com,2022-03-23,A,29.82
C_02496,User_2496,user_2496@domain.com,2020-05-10,A,45.78
C_02497,User_2497,user_2497@domain.com,2023-01-11,A,57.58
C_02498,User_2498,user_2498@domain.com,2019-10-22,C,57.92
C_02499,User_2499,user_2499@domain.com,2020-08-19,X,21.5
C_02500,User_2500,invalid_2500,2021-05-29,A,48.08
C_02501,User_2501,user_2501@domain.com,2019-01-04,C,29.25
C_02502,User_2502,user_2502@domain.com,2022-06-13,B,63.53
C_02503,User_2503,user_2503@domain.com,2020-12-23,A,61.76
C_02504,User_2504,user_2504@domain.com,2020-05-07,X,36.53
C_02505,User_2505,user_2505@domain.com,2022-03-14,A,38.51
C_02506,User_2506,user_2506@domain.com,2021-05-03,A,43.08
C_02507,User_2507,user_2507@domain.com,2020-01-19,C,16.21
C_02508,User_2508,user_2508@domain.com,2022-09-22,A,55.04
C_02509,User_2509,user_2509@domain.com,2022-09-30,C,45.91
C_02510,User_2510,invalid_2510,2019-06-25,C,64.55
C_02511,User_2511,user_2511@domain.com,2021-12-08,A,33.52
C_02512,User_2512,user_2512@domain.com,2021-01-08,C,40.71
C_02513,User_2513,user_2513@domain.com,2019-05-19,A,27.4
C_02514,User_2514,user_2514@domain.com,2021-12-13,A,34.94
C_02515,User_2515,user_2515@domain.com,2022-01-19,B,32.27
C_02516,User_2516,user_2516@domain.com,2021-11-05,X,64.94
C_02517,User_2517,user_2517@domain.com,2023-05-30,A,39.53
C_02518,User_2518,user_2518@domain.com,2021-11-05,A,51.86
C_02519,User_2519,user_2519@domain.com,2022-02-08,B,44.29
C_02520,User_2520,invalid_2520,2019-02-11,B,30.96
C_02521,User_2521,user_2521@domain.com,2021-03-10,B,47.48
C_02522,User_2522,user_2522@domain.com,2023-11-24,A,58.99
C_02523,User_2523,user_2523@domain.com,2021-08-20,A,31.88
C_02524,User_2524,user_2524@domain.com,2019-03-31,A,62.14
C_02525,User_2525,user_2525@domain.com,2022-07-25,C,37.25
C_02526,User_2526,user_2526@domain.com,2021-03-03,A,42.76
C_02527,User_2527,user_2527@domain.com,2021-02-03,A,57.96
C_02528,User_2528,user_2528@domain.com,2020-06-03,X,40.05
C_02529,User_2529,user_2529@domain.com,2023-03-11,A,50.56
C_02530,User_2530,invalid_2530,2019-02-03,X,45.28
C_02531,User_2531,user_2531@domain.com,2021-01-01,B,51.94
C_02532,User_2532,user_2532@domain.com,2023-06-03,C,14.29
C_02533,User_2533,user_2533@domain.com,2019-05-19,A,22.55
C_02534,User_2534,user_2534@domain.com,2020-12-07,A,59.24
C_02535,User_2535,user_2535@domain.com,2020-05-08,B,65.56
C_02536,User_2536,user_2536@domain.com,2023-02-10,C,36.34
C_02537,User_2537,user_2537@domain.com,2022-09-07,B,46.34
C_02538,User_2538,user_2538@domain.com,2022-07-10,A,54.42
C_02539,User_2539,user_2539@domain.com,2019-08-01,B,60.4
C_02540,User_2540,invalid_2540,2023-04-30,B,19.58
C_02541,User_2541,user_2541@domain.com,2022-04-06,B,36.71
C_02542,User_2542,user_2542@domain.com,2023-02-14,B,45.01
C_02543,User_2543,user_2543@domain.com,2023-03-30,C,60.55
C_02544,User_2544,user_2544@domain.com,2020-11-11,B,87.48
C_02545,User_2545,user_2545@domain.com,2019-10-01,A,46.58
C_02546,User_2546,user_2546@domain.com,2019-04-01,A,28.9
C_02547,User_2547,user_2547@domain.com,2020-12-22,A,56.03
C_02548,User_2548,user_2548@domain.com,2022-01-23,A,69.81
C_02549,User_2549,user_2549@domain.com,2020-11-24,A,51.62
C_02550,User_2550,invalid_2550,2023-07-25,A,36.4
C_02551,User_2551,user_2551@domain.com,2022-08-09,A,64.37
C_02552,User_2552,user_2552@domain.com,2019-12-25,A,59.95
C_02553,User_2553,user_2553@domain.com,2023-08-28,C,34.61
C_02554,User_2554,user_2554@domain.com,2023-05-15,X,55.72
C_02555,User_2555,user_2555@domain.com,2022-11-03,A,64.96
C_02556,User_2556,user_2556@domain.com,2021-08-09,X,67.73
C_02557,User_2557,user_2557@domain.com,2022-11-25,A,49.0
C_02558,User_2558,user_2558@domain.com,2021-09-07,A,44.63
C_02559,User_2559,user_2559@domain.com,2022-07-17,A,68.41
C_02560,User_2560,invalid_2560,2020-01-09,A,31.85
C_02561,User_2561,user_2561@domain.com,2023-07-20,B,56.58
C_02562,User_2562,user_2562@domain.com,2019-10-04,B,29.45
C_02563,User_2563,user_2563@domain.com,2019-05-10,A,65.98
C_02564,User_2564,user_2564@domain.com,2023-01-06,A,46.13
C_02565,User_2565,user_2565@domain.com,2023-05-09,A,69.03
C_02566,User_2566,user_2566@domain.com,2021-07-26,A,57.37
C_02567,User_2567,user_2567@domain.com,2019-03-17,A,31.65
C_02568,User_2568,user_2568@domain.com,2020-08-23,A,71.37
C_02569,User_2569,user_2569@domain.com,2020-02-17,C,73.27
C_02570,User_2570,invalid_2570,2019-03-31,X,63.23
C_02571,User_2571,user_2571@domain.com,2023-06-09,A,38.58
C_02572,User_2572,user_2572@domain.com,2020-02-13,X,45.41
C_02573,User_2573,user_2573@domain.com,2019-03-27,A,52.18
C_02574,User_2574,user_2574@domain.com,2020-10-08,A,39.44
C_02575,User_2575,user_2575@domain.com,2020-09-27,A,75.39
C_02576,User_2576,user_2576@domain.com,2021-11-21,B,52.16
C_02577,User_2577,user_2577@domain.com,2021-03-26,X,9.45
C_02578,User_2578,user_2578@domain.com,2023-07-28,B,55.09
C_02579,User_2579,user_2579@domain.com,2022-01-17,A,44.78
C_02580,User_2580,invalid_2580,2021-08-27,B,48.88
C_02581,User_2581,user_2581@domain.com,2020-06-02,A,44.47
C_02582,User_2582,user_2582@domain.com,2019-03-16,C,62.11
C_02583,User_2583,user_2583@domain.com,2023-03-23,A,66.8
C_02584,User_2584,user_2584@domain.com,2022-08-17,A,54.25
C_02585,User_2585,user_2585@domain.com,2020-01-27,A,44.91
C_02586,User_2586,user_2586@domain.com,2020-08-08,B,49.38
C_02587,User_2587,user_2587@domain.com,2021-01-01,A,50.29
C_02588,User_2588,user_2588@domain.com,2023-11-01,B,37.96
C_02589,User_2589,user_2589@domain.com,2023-05-19,A,58.68
C_02590,User_2590,invalid_2590,2019-04-08,B,56.9
C_02591,User_2591,user_2591@domain.com,2023-11-09,C,73.11
C_02592,User_2592,user_2592@domain.com,2022-09-04,C,68.83
C_02593,User_2593,user_2593@domain.com,2020-11-10,A,39.71
C_02594,User_2594,user_2594@domain.com,2020-07-13,A,62.3
C_02595,User_2595,user_2595@domain.com,2019-09-12,A,35.74
C_02596,User_2596,user_2596@domain.com,2023-06-26,B,60.44
C_02597,User_2597,user_2597@domain.com,2021-01-23,A,42.25
C_02598,User_2598,user_2598@domain.com,2021-06-13,A,34.65
C_02599,User_2599,user_2599@domain.com,2021-03-30,A,54.2
C_02600,User_2600,invalid_2600,2023-03-03,A,9.88
C_02601,User_2601,user_2601@domain.com,2021-06-19,B,23.74
C_02602,User_2602,user_2602@domain.com,2021-03-02,A,47.34
C_02603,User_2603,user_2603@domain.com,2020-11-25,B,51.24
C_02604,User_2604,user_2604@domain.com,2020-01-18,A,44.46
C_02605,User_2605,user_2605@domain.com,2021-10-13,A,26.31
C_02606,User_2606,user_2606@domain.com,2022-11-18,A,37.73
C_02607,User_2607,user_2607@domain.com,2021-10-15,A,55.87
C_02608,User_2608,user_2608@domain.com,2021-01-22,A,58.73
C_02609,User_2609,user_2609@domain.com,2023-06-21,B,49.76
C_02610,User_2610,invalid_2610,2021-11-29,A,67.35
C_02611,User_2611,user_2611@domain.com,2020-06-30,C,55.96
C_02612,User_2612,user_2612@domain.com,2023-06-29,A,38.79
C_02613,User_2613,user_2613@domain.com,2019-06-19,A,45.79
C_02614,User_2614,user_2614@domain.com,2023-01-29,B,28.96
C_02615,User_2615,user_2615@domain.com,2021-05-19,A,48.38
C_02616,User_2616,user_2616@domain.com,2019-06-11,A,66.68
C_02617,User_2617,user_2617@domain.com,2021-05-31,A,60.28
C_02618,User_2618,user_2618@domain.com,2022-05-18,A,71.03
C_02619,User_2619,user_2619@domain.com,2023-08-12,C,45.46
C_02620,User_2620,invalid_2620,2020-01-05,A,70.19
C_02621,User_2621,user_2621@domain.com,2022-01-22,B,47.1
C_02622,User_2622,user_2622@domain.com,2020-08-24,C,72.07
C_02623,User_2623,user_2623@domain.com,2020-10-19,A,49.67
C_02624,User_2624,user_2624@domain.com,2019-07-30,X,60.61
C_02625,User_2625,user_2625@domain.com,2019-06-13,A,72.13
C_02626,User_2626,user_2626@domain.com,2020-11-02,X,47.1
C_02627,User_2627,user_2627@domain.com,2022-09-15,A,53.28
C_02628,User_2628,user_2628@domain.com,2020-08-28,B,69.33
C_02629,User_2629,user_2629@domain.com,2020-09-19,A,48.0
C_02630,User_2630,invalid_2630,2021-07-02,A,30.19
C_02631,User_2631,user_2631@domain.com,2022-05-19,B,82.15
C_02632,User_2632,user_2632@domain.com,2023-01-09,B,42.95
C_02633,User_2633,user_2633@domain.com,2021-05-22,A,52.38
C_02634,User_2634,user_2634@domain.com,2019-12-08,A,67.34
C_02635,User_2635,user_2635@domain.com,2022-11-13,B,40.87
C_02636,User_2636,user_2636@domain.com,2021-06-28,B,34.88
C_02637,User_2637,user_2637@domain.com,2020-12-20,X,53.81
C_02638,User_2638,user_2638@domain.com,2021-07-04,B,23.1
C_02639,User_2639,user_2639@domain.com,2019-03-28,X,45.68
C_02640,User_2640,invalid_2640,2023-01-28,B,53.68
C_02641,User_2641,user_2641@domain.com,2023-11-17,A,45.95
C_02642,User_2642,user_2642@domain.com,2020-12-23,A,26.85
C_02643,User_2643,user_2643@domain.com,2022-06-13,B,73.91
C_02644,User_2644,user_2644@domain.com,2021-06-09,B,51.55
C_02645,User_2645,user_2645@domain.com,2020-07-16,A,71.47
C_02646,User_2646,user_2646@domain.com,2022-08-02,A,46.1
C_02647,User_2647,user_2647@domain.com,2023-06-09,X,36.8
C_02648,User_2648,user_2648@domain.com,2019-04-28,A,54.04
C_02649,User_2649,user_2649@domain.com,2019-06-03,A,46.76
C_02650,User_2650,invalid_2650,2022-10-06,A,32.33
C_02651,User_2651,user_2651@domain.com,2022-07-29,A,72.05
C_02652,User_2652,user_2652@domain.com,2021-04-11,A,40.67
C_02653,User_2653,user_2653@domain.com,2021-01-14,A,22.4
C_02654,User_2654,user_2654@domain.com,2021-11-16,A,69.92
C_02655,User_2655,user_2655@domain.com,2023-06-29,B,42.44
C_02656,User_2656,user_2656@domain.com,2023-03-16,A,40.88
C_02657,User_2657,user_2657@domain.com,2022-10-23,C,23.52
C_02658,User_2658,user_2658@domain.com,2019-11-24,C,76.11
C_02659,User_2659,user_2659@domain.com,2019-03-05,A,30.66
C_02660,User_2660,invalid_2660,2019-10-20,B,50.88
C_02661,User_2661,user_2661@domain.com,2023-10-05,A,63.69
C_02662,User_2662,user_2662@domain.com,2022-05-29,C,56.33
C_02663,User_2663,user_2663@domain.com,2022-10-20,A,49.11
C_02664,User_2664,user_2664@domain.com,2023-05-20,B,24.48
C_02665,User_2665,user_2665@domain.com,2021-06-16,B,37.85
C_02666,User_2666,user_2666@domain.com,2019-03-13,A,52.82
C_02667,User_2667,user_2667@domain.com,2019-09-16,A,38.19
C_02668,User_2668,user_2668@domain.com,2019-05-18,B,53.05
C_02669,User_2669,user_2669@domain.com,2020-04-28,B,60.23
C_02670,User_2670,invalid_2670,2023-05-14,A,64.44
C_02671,User_2671,user_2671@domain.com,2022-08-14,B,31.61
C_02672,User_2672,user_2672@domain.com,2021-01-20,A,82.95
C_02673,User_2673,user_2673@domain.com,2021-01-11,B,61.51
C_02674,User_2674,user_2674@domain.com,2021-02-23,A,49.97
C_02675,User_2675,user_2675@domain.com,2022-03-07,C,66.34
C_02676,User_2676,user_2676@domain.com,2019-03-08,A,85.48
C_02677,User_2677,user_2677@domain.com,2022-05-24,A,28.42
C_02678,User_2678,user_2678@domain.com,2019-11-11,A,46.62
C_02679,User_2679,user_2679@domain.com,2022-10-22,A,14.32
C_02680,User_2680,invalid_2680,2021-07-10,A,52.89
C_02681,User_2681,user_2681@domain.com,2021-01-29,A,55.48
C_02682,User_2682,user_2682@domain.com,2021-01-31,C,49.41
C_02683,User_2683,user_2683@domain.com,2021-06-28,A,40.18
C_02684,User_2684,user_2684@domain.com,2023-04-12,A,19.26
C_02685,User_2685,user_2685@domain.com,2019-06-07,A,55.6
C_02686,User_2686,user_2686@domain.com,2022-03-21,A,71.83
C_02687,User_2687,user_2687@domain.com,2019-10-09,A,41.13
C_02688,User_2688,user_2688@domain.com,2021-12-20,A,56.6
C_02689,User_2689,user_2689@domain.com,2021-01-21,A,26.48
C_02690,User_2690,invalid_2690,2021-03-26,A,56.86
C_02691,User_2691,user_2691@domain.com,2020-10-05,A,44.1
C_02692,User_2692,user_2692@domain.com,2022-08-23,A,38.56
C_02693,User_2693,user_2693@domain.com,2020-07-24,A,38.59
C_02694,User_2694,user_2694@domain.com,2020-05-26,A,44.1
C_02695,User_2695,user_2695@domain.com,2019-08-21,X,55.74
C_02696,User_2696,user_2696@domain.com,2019-02-23,A,30.32
C_02697,User_2697,user_2697@domain.com,2023-02-15,B,44.04
C_02698,User_2698,user_2698@domain.com,2020-01-17,A,49.38
C_02699,User_2699,user_2699@domain.com,2021-10-19,B,33.51
C_02700,User_2700,invalid_2700,2021-11-26,B,76.95
C_02701,User_2701,user_2701@domain.com,2021-03-03,A,37.2
C_02702,User_2702,user_2702@domain.com,2022-02-24,X,39.96
C_02703,User_2703,user_2703@domain.com,2019-08-30,A,35.33
C_02704,User_2704,user_2704@domain.com,2020-06-20,A,76.98
C_02705,User_2705,user_2705@domain.com,2023-05-07,B,58.29
C_02706,User_2706,user_2706@domain.com,2020-06-17,C,35.95
C_02707,User_2707,user_2707@domain.com,2022-12-12,A,66.59
C_02708,User_2708,user_2708@domain.com,2021-07-02,A,53.01
C_02709,User_2709,user_2709@domain.com,2020-03-15,A,53.86
C_02710,User_2710,invalid_2710,2022-06-07,A,44.83
C_02711,User_2711,user_2711@domain.com,2020-08-07,B,38.76
C_02712,User_2712,user_2712@domain.com,2022-11-22,A,55.07
C_02713,User_2713,user_2713@domain.com,2021-10-02,A,41.82
C_02714,User_2714,user_2714@domain.com,2020-02-14,A,77.25
C_02715,User_2715,user_2715@domain.com,2019-09-09,A,30.96
C_02716,User_2716,user_2716@domain.com,2019-10-05,A,73.04
C_02717,User_2717,user_2717@domain.com,2023-10-13,B,48.33
C_02718,User_2718,user_2718@domain.com,2019-06-01,X,54.49
C_02719,User_2719,user_2719@domain.com,2021-07-14,C,62.5
C_02720,User_2720,invalid_2720,2019-12-20,A,40.55
C_02721,User_2721,user_2721@domain.com,2022-12-31,C,62.96
C_02722,User_2722,user_2722@domain.com,2021-06-30,B,9.39
C_02723,User_2723,user_2723@domain.com,2019-06-29,B,39.2
C_02724,User_2724,user_2724@domain.com,2023-07-18,A,36.14
C_02725,User_2725,user_2725@domain.com,2022-10-28,A,31.2
C_02726,User_2726,user_2726@domain.com,2023-09-28,A,46.78
C_02727,User_2727,user_2727@domain.com,2020-10-16,A,55.79
C_02728,User_2728,user_2728@domain.com,2022-09-29,A,60.54
C_02729,User_2729,user_2729@domain.com,2020-12-12,A,53.61
C_02730,User_2730,invalid_2730,2022-12-24,A,40.01
C_02731,User_2731,user_2731@domain.com,2019-05-13,B,55.54
C_02732,User_2732,user_2732@domain.com,2022-01-31,A,51.86
C_02733,User_2733,user_2733@domain.com,2022-01-15,A,64.04
C_02734,User_2734,user_2734@domain.com,2020-08-17,X,61.65
C_02735,User_2735,user_2735@domain.com,2020-09-06,X,50.46
C_02736,User_2736,user_2736@domain.com,2023-10-10,B,36.54
C_02737,User_2737,user_2737@domain.com,2019-11-19,X,40.21
C_02738,User_2738,user_2738@domain.com,2022-12-28,A,41.75
C_02739,User_2739,user_2739@domain.com,2022-12-24,X,45.27
C_02740,User_2740,invalid_2740,2022-12-05,A,54.02
C_02741,User_2741,user_2741@domain.com,2022-07-30,A,60.73
C_02742,User_2742,user_2742@domain.com,2019-12-23,A,49.23
C_02743,User_2743,user_2743@domain.com,2023-06-14,A,50.24
C_02744,User_2744,user_2744@domain.com,2021-01-10,A,52.15
C_02745,User_2745,user_2745@domain.com,2021-11-07,B,42.26
C_02746,User_2746,user_2746@domain.com,2020-04-04,B,36.12
C_02747,User_2747,user_2747@domain.com,2019-09-06,A,23.67
C_02748,User_2748,user_2748@domain.com,2020-02-16,A,39.57
C_02749,User_2749,user_2749@domain.com,2023-06-11,C,57.1
C_02750,User_2750,invalid_2750,2019-10-12,B,39.46
C_02751,User_2751,user_2751@domain.com,2020-04-29,A,46.43
C_02752,User_2752,user_2752@domain.com,2023-06-07,B,57.0
C_02753,User_2753,user_2753@domain.com,2021-10-08,A,57.81
C_02754,User_2754,user_2754@domain.com,2019-02-23,A,33.81
C_02755,User_2755,user_2755@domain.com,2021-01-09,X,64.96
C_02756,User_2756,user_2756@domain.com,2022-02-08,A,66.91
C_02757,User_2757,user_2757@domain.com,2022-03-18,A,33.05
C_02758,User_2758,user_2758@domain.com,2021-01-25,C,37.64
C_02759,User_2759,user_2759@domain.com,2021-08-15,B,67.87
C_02760,User_2760,invalid_2760,2023-07-04,A,47.8
C_02761,User_2761,user_2761@domain.com,2022-02-03,A,16.7
C_02762,User_2762,user_2762@domain.com,2019-09-23,A,29.0
C_02763,User_2763,user_2763@domain.com,2022-06-07,B,46.26
C_02764,User_2764,user_2764@domain.com,2019-06-26,A,32.55
C_02765,User_2765,user_2765@domain.com,2019-05-15,A,43.8
C_02766,User_2766,user_2766@domain.com,2020-09-25,X,50.49
C_02767,User_2767,user_2767@domain.com,2021-03-26,A,71.93
C_02768,User_2768,user_2768@domain.com,2023-01-08,A,45.64
C_02769,User_2769,user_2769@domain.com,2023-01-12,A,66.09
C_02770,User_2770,invalid_2770,2021-09-07,B,71.43
C_02771,User_2771,user_2771@domain.com,2021-12-12,A,71.51
C_02772,User_2772,user_2772@domain.com,2021-04-21,A,54.27
C_02773,User_2773,user_2773@domain.com,2023-04-25,C,20.55
C_02774,User_2774,user_2774@domain.com,2021-04-18,A,56.91
C_02775,User_2775,user_2775@domain.com,2023-08-14,A,65.73
C_02776,User_2776,user_2776@domain.com,2022-03-23,A,48.78
C_02777,User_2777,user_2777@domain.com,2019-06-01,A,76.17
C_02778,User_2778,user_2778@domain.com,2019-09-14,A,62.9
C_02779,User_2779,user_2779@domain.com,2020-10-11,A,58.52
C_02780,User_2780,invalid_2780,2022-08-08,A,66.3
C_02781,User_2781,user_2781@domain.com,2019-06-01,A,55.0
C_02782,User_2782,user_2782@domain.com,2021-07-10,C,12.61
C_02783,User_2783,user_2783@domain.com,2021-08-12,X,42.51
C_02784,User_2784,user_2784@domain.com,2022-10-24,B,67.96
C_02785,User_2785,user_2785@domain.com,2021-11-25,C,37.89
C_02786,User_2786,user_2786@domain.com,2020-12-06,A,46.65
C_02787,User_2787,user_2787@domain.com,2019-09-20,X,34.33
C_02788,User_2788,user_2788@domain.com,2023-12-04,A,76.76
C_02789,User_2789,user_2789@domain.com,2023-08-25,X,75.22
C_02790,User_2790,invalid_2790,2023-05-17,X,36.74
C_02791,User_2791,user_2791@domain.com,2022-02-03,B,52.21
C_02792,User_2792,user_2792@domain.com,2022-08-03,X,39.79
C_02793,User_2793,user_2793@domain.com,2022-04-18,A,59.22
C_02794,User_2794,user_2794@domain.com,2020-01-08,A,57.65
C_02795,User_2795,user_2795@domain.com,2023-04-22,A,62.18
C_02796,User_2796,user_2796@domain.com,2019-09-22,A,54.98
C_02797,User_2797,user_2797@domain.com,2021-06-05,A,94.03
C_02798,User_2798,user_2798@domain.com,2021-10-26,B,34.58
C_02799,User_2799,user_2799@domain.com,2023-11-14,X,24.34
C_02800,User_2800,invalid_2800,2019-04-24,A,44.1
C_02801,User_2801,user_2801@domain.com,2023-08-30,B,26.48
C_02802,User_2802,user_2802@domain.com,2019-09-12,X,27.61
C_02803,User_2803,user_2803@domain.com,2021-11-27,X,34.98
C_02804,User_2804,user_2804@domain.com,2019-11-10,X,36.17
C_02805,User_2805,user_2805@domain.com,2020-09-14,A,35.68
C_02806,User_2806,user_2806@domain.com,2019-12-04,X,57.77
C_02807,User_2807,user_2807@domain.com,2019-11-28,B,42.41
C_02808,User_2808,user_2808@domain.com,2020-10-22,A,47.31
C_02809,User_2809,user_2809@domain.com,2022-12-23,A,63.41
C_02810,User_2810,invalid_2810,2020-04-06,B,38.51
C_02811,User_2811,user_2811@domain.com,2020-12-09,A,46.03
C_02812,User_2812,user_2812@domain.com,2021-11-28,B,55.49
C_02813,User_2813,user_2813@domain.com,2020-08-04,B,20.88
C_02814,User_2814,user_2814@domain.com,2023-09-29,A,14.23
C_02815,User_2815,user_2815@domain.com,2019-06-11,A,55.19
C_02816,User_2816,user_2816@domain.com,2020-05-28,B,57.38
C_02817,User_2817,user_2817@domain.com,2020-02-07,A,80.96
C_02818,User_2818,user_2818@domain.com,2022-07-24,A,52.37
C_02819,User_2819,user_2819@domain.com,2022-02-02,A,62.3
C_02820,User_2820,invalid_2820,2020-07-16,A,47.07
C_02821,User_2821,user_2821@domain.com,2019-09-14,X,54.46
C_02822,User_2822,user_2822@domain.com,2022-07-04,A,75.01
C_02823,User_2823,user_2823@domain.com,2020-09-12,B,18.14
C_02824,User_2824,user_2824@domain.com,2022-06-12,A,56.2
C_02825,User_2825,user_2825@domain.com,2021-12-28,A,82.03
C_02826,User_2826,user_2826@domain.com,2019-07-11,C,54.23
C_02827,User_2827,user_2827@domain.com,2021-10-26,B,74.76
C_02828,User_2828,user_2828@domain.com,2022-08-05,A,40.56
C_02829,User_2829,user_2829@domain.com,2019-12-12,A,49.52
C_02830,User_2830,invalid_2830,2022-04-27,A,50.5
C_02831,User_2831,user_2831@domain.com,2022-04-04,A,16.74
C_02832,User_2832,user_2832@domain.com,2019-11-12,B,32.48
C_02833,User_2833,user_2833@domain.com,2019-12-17,A,33.55
C_02834,User_2834,user_2834@domain.com,2022-09-11,A,62.33
C_02835,User_2835,user_2835@domain.com,2022-07-02,A,63.08
C_02836,User_2836,user_2836@domain.com,2023-01-15,X,54.86
C_02837,User_2837,user_2837@domain.com,2022-05-24,X,62.36
C_02838,User_2838,user_2838@domain.com,2020-11-22,A,47.54
C_02839,User_2839,user_2839@domain.com,2023-09-22,B,68.03
C_02840,User_2840,invalid_2840,2022-02-28,A,50.13
C_02841,User_2841,user_2841@domain.com,2019-03-26,A,50.87
C_02842,User_2842,user_2842@domain.com,2023-08-18,B,46.02
C_02843,User_2843,user_2843@domain.com,2023-11-05,X,60.27
C_02844,User_2844,user_2844@domain.com,2019-02-28,X,43.68
C_02845,User_2845,user_2845@domain.com,2019-06-16,A,64.65
C_02846,User_2846,user_2846@domain.com,2019-04-04,A,33.02
C_02847,User_2847,user_2847@domain.com,2022-08-06,B,33.52
C_02848,User_2848,user_2848@domain.com,2023-04-29,A,60.31
C_02849,User_2849,user_2849@domain.com,2022-03-27,A,48.67
C_02850,User_2850,invalid_2850,2020-06-26,A,43.19
C_02851,User_2851,user_2851@domain.com,2022-08-26,B,63.35
C_02852,User_2852,user_2852@domain.com,2020-03-07,A,40.89
C_02853,User_2853,user_2853@domain.com,2023-04-20,A,47.0
C_02854,User_2854,user_2854@domain.com,2022-03-17,X,70.99
C_02855,User_2855,user_2855@domain.com,2021-05-03,A,73.09
C_02856,User_2856,user_2856@domain.com,2022-06-19,A,73.59
C_02857,User_2857,user_2857@domain.com,2022-08-01,A,45.77
C_02858,User_2858,user_2858@domain.com,2019-03-04,A,68.46
C_02859,User_2859,user_2859@domain.com,2021-10-16,A,35.77
C_02860,User_2860,invalid_2860,2022-07-08,A,36.4
C_02861,User_2861,user_2861@domain.com,2022-01-22,C,14.74
C_02862,User_2862,user_2862@domain.com,2020-08-16,A,75.09
C_02863,User_2863,user_2863@domain.com,2022-08-07,X,37.04
C_02864,User_2864,user_2864@domain.com,2020-09-10,A,48.1
C_02865,User_2865,user_2865@domain.com,2021-09-16,A,36.35
C_02866,User_2866,user_2866@domain.com,2020-05-16,A,60.43
C_02867,User_2867,user_2867@domain.com,2023-07-07,A,44.37
C_02868,User_2868,user_2868@domain.com,2023-07-12,B,30.43
C_02869,User_2869,user_2869@domain.com,2022-11-03,A,56.62
C_02870,User_2870,invalid_2870,2021-04-11,A,28.49
C_02871,User_2871,user_2871@domain.com,2020-09-01,C,37.44
C_02872,User_2872,user_2872@domain.com,2021-07-17,X,18.4
C_02873,User_2873,user_2873@domain.com,2019-05-30,C,28.64
C_02874,User_2874,user_2874@domain.com,2022-11-11,A,52.68
C_02875,User_2875,user_2875@domain.com,2019-05-03,B,20.53
C_02876,User_2876,user_2876@domain.com,2019-11-20,A,27.78
C_02877,User_2877,user_2877@domain.com,2021-06-19,A,49.96
C_02878,User_2878,user_2878@domain.com,2021-05-01,A,41.85
C_02879,User_2879,user_2879@domain.com,2021-09-18,A,79.88
C_02880,User_2880,invalid_2880,2021-08-09,A,77.51
C_02881,User_2881,user_2881@domain.com,2020-02-22,A,36.98
C_02882,User_2882,user_2882@domain.com,2020-11-27,C,58.36
C_02883,User_2883,user_2883@domain.com,2022-05-27,A,61.24
C_02884,User_2884,user_2884@domain.com,2019-10-22,A,41.04
C_02885,User_2885,user_2885@domain.com,2020-10-02,A,27.57
C_02886,User_2886,user_2886@domain.com,2023-10-31,X,49.82
C_02887,User_2887,user_2887@domain.com,2023-01-11,A,47.41
C_02888,User_2888,user_2888@domain.com,2020-10-15,A,43.46
C_02889,User_2889,user_2889@domain.com,2023-02-12,C,56.63
C_02890,User_2890,invalid_2890,2023-10-29,C,38.74
C_02891,User_2891,user_2891@domain.com,2020-12-08,A,32.72
C_02892,User_2892,user_2892@domain.com,2021-03-27,B,51.64
C_02893,User_2893,user_2893@domain.com,2019-09-25,B,55.79
C_02894,User_2894,user_2894@domain.com,2023-04-07,B,32.35
C_02895,User_2895,user_2895@domain.com,2021-01-28,A,63.92
C_02896,User_2896,user_2896@domain.com,2021-11-20,C,23.44
